"","interaction_id","sender_cell_type","sender_gene","receiver_cell_type","receiver_gene","sender_pval","receiver_pval","sender_logfc","receiver_logfc"
"11254","T:TNF_DC:FFAR2","T","TNF","DC","FFAR2",NA,NA,NA,NA
"11255","T:TNF_DC:TNFRSF1A","T","TNF","DC","TNFRSF1A",NA,NA,NA,NA
"11256","T:TNF_DC:TNFRSF1B","T","TNF","DC","TNFRSF1B",NA,NA,NA,NA
"11257","T:TNF_DC:TNFRSF21","T","TNF","DC","TNFRSF21",NA,NA,NA,NA
"11258","T:TNF_DC:TRADD","T","TNF","DC","TRADD",NA,NA,NA,NA
"11259","T:TNF_DC:VSIR","T","TNF","DC","VSIR",NA,NA,NA,NA
"11260","T:TYROBP_DC:TREM1","T","TYROBP","DC","TREM1",NA,NA,NA,NA
"11261","T:UBA52_DC:LDLR","T","UBA52","DC","LDLR",NA,NA,NA,NA
"11262","T:UBA52_DC:SMAD3","T","UBA52","DC","SMAD3",NA,NA,NA,NA
"11263","T:UBA52_DC:TGFBR1","T","UBA52","DC","TGFBR1",NA,NA,NA,NA
"11264","T:UBA52_DC:TGFBR2","T","UBA52","DC","TGFBR2",NA,NA,NA,NA
"11265","T:UBA52_DC:TLR4","T","UBA52","DC","TLR4",NA,NA,NA,NA
"11266","T:UBB_DC:LDLR","T","UBB","DC","LDLR",NA,NA,NA,NA
"11267","T:UBB_DC:SMAD3","T","UBB","DC","SMAD3",NA,NA,NA,NA
"11268","T:UBB_DC:TGFBR1","T","UBB","DC","TGFBR1",NA,NA,NA,NA
"11269","T:UBB_DC:TGFBR2","T","UBB","DC","TGFBR2",NA,NA,NA,NA
"11270","T:UBB_DC:TLR4","T","UBB","DC","TLR4",NA,NA,NA,NA
"11271","T:UBC_DC:LDLR","T","UBC","DC","LDLR",NA,NA,NA,NA
"11272","T:UBC_DC:SMAD3","T","UBC","DC","SMAD3",NA,NA,NA,NA
"11273","T:UBC_DC:TGFBR1","T","UBC","DC","TGFBR1",NA,NA,NA,NA
"11274","T:UBC_DC:TGFBR2","T","UBC","DC","TGFBR2",NA,NA,NA,NA
"11275","T:UBC_DC:TLR4","T","UBC","DC","TLR4",NA,NA,NA,NA
"11276","T:VCAN_DC:CD44","T","VCAN","DC","CD44",NA,NA,NA,NA
"11277","T:VCAN_DC:ITGA4","T","VCAN","DC","ITGA4",NA,NA,NA,NA
"11278","T:VCAN_DC:SELL","T","VCAN","DC","SELL",NA,NA,NA,NA
"11279","T:VIM_DC:CD44","T","VIM","DC","CD44",NA,NA,NA,NA
"11280","NK:ADAM17_DC:RHBDF2","NK","ADAM17","DC","RHBDF2",NA,NA,NA,NA
"11281","NK:AGTRAP_DC:RACK1","NK","AGTRAP","DC","RACK1",NA,NA,NA,NA
"11282","NK:ALOX5AP_DC:ALOX5","NK","ALOX5AP","DC","ALOX5",NA,NA,NA,NA
"11283","NK:AREG_DC:ICAM1","NK","AREG","DC","ICAM1",NA,NA,NA,NA
"11284","NK:ARF1_DC:INSR","NK","ARF1","DC","INSR",2.63218357718437e-53,NA,0.334816869878084,NA
"11285","NK:ARF6_DC:PLD1","NK","ARF6","DC","PLD1",3.52997274960059e-28,NA,0.261820497321048,NA
"11286","NK:ARPC5_DC:LDLR","NK","ARPC5","DC","LDLR",NA,NA,NA,NA
"11287","NK:B2M_DC:CD1C","NK","B2M","DC","CD1C",NA,NA,NA,NA
"11288","NK:B2M_DC:HLA-F","NK","B2M","DC","HLA-F",NA,NA,NA,NA
"11289","NK:B2M_DC:LILRB1","NK","B2M","DC","LILRB1",NA,NA,NA,NA
"11290","NK:B2M_DC:LILRB2","NK","B2M","DC","LILRB2",NA,NA,NA,NA
"11291","NK:CALM1_DC:KCNQ1","NK","CALM1","DC","KCNQ1",NA,NA,NA,NA
"11292","NK:CALM1_DC:PTPRA","NK","CALM1","DC","PTPRA",NA,NA,NA,NA
"11293","NK:CALM1_DC:SELL","NK","CALM1","DC","SELL",NA,NA,NA,NA
"11294","NK:CALM2_DC:KCNQ1","NK","CALM2","DC","KCNQ1",NA,NA,NA,NA
"11295","NK:CALM2_DC:SELL","NK","CALM2","DC","SELL",NA,NA,NA,NA
"11296","NK:CALM3_DC:KCNQ1","NK","CALM3","DC","KCNQ1",NA,NA,NA,NA
"11297","NK:CALM3_DC:SELL","NK","CALM3","DC","SELL",NA,NA,NA,NA
"11298","NK:CALR_DC:HLA-F","NK","CALR","DC","HLA-F",3.15216392228584e-31,NA,0.276264775361162,NA
"11299","NK:CASP8_DC:FADD","NK","CASP8","DC","FADD",NA,NA,NA,NA
"11300","NK:CD160_DC:TNFRSF14","NK","CD160","DC","TNFRSF14",NA,NA,NA,NA
"11301","NK:CD2_DC:CD53","NK","CD2","DC","CD53",NA,NA,NA,NA
"11302","NK:CD47_DC:SIGLEC1","NK","CD47","DC","SIGLEC1",NA,NA,NA,NA
"11303","NK:CD55_DC:ADGRE2","NK","CD55","DC","ADGRE2",NA,NA,NA,NA
"11304","NK:CD55_DC:ADGRE5","NK","CD55","DC","ADGRE5",NA,5.16971138787732e-39,NA,0.358641666679121
"11305","NK:CD6_DC:HBEGF","NK","CD6","DC","HBEGF",NA,NA,NA,NA
"11306","NK:CD7_DC:ADAM15","NK","CD7","DC","ADAM15",NA,NA,NA,NA
"11307","NK:CD74_DC:CXCR4","NK","CD74","DC","CXCR4",NA,NA,NA,NA
"11308","NK:CD99_DC:CD81","NK","CD99","DC","CD81",NA,NA,NA,NA
"11309","NK:CD99_DC:PILRA","NK","CD99","DC","PILRA",NA,NA,NA,NA
"11310","NK:CIRBP_DC:TREM1","NK","CIRBP","DC","TREM1",NA,NA,NA,NA
"11311","NK:COL6A2_DC:CD44","NK","COL6A2","DC","CD44",NA,NA,NA,NA
"11312","NK:COL6A2_DC:ITGB8","NK","COL6A2","DC","ITGB8",NA,NA,NA,NA
"11313","NK:COPA_DC:CD74","NK","COPA","DC","CD74",NA,NA,NA,NA
"11314","NK:CXCL8_DC:SDC2","NK","CXCL8","DC","SDC2",NA,NA,NA,NA
"11315","NK:GNAI2_DC:S1PR1","NK","GNAI2","DC","S1PR1",NA,NA,NA,NA
"11316","NK:GPI_DC:AMFR","NK","GPI","DC","AMFR",NA,NA,NA,NA
"11317","NK:GRN_DC:TNFRSF1A","NK","GRN","DC","TNFRSF1A",NA,NA,NA,NA
"11318","NK:GRN_DC:TNFRSF1B","NK","GRN","DC","TNFRSF1B",NA,NA,NA,NA
"11319","NK:GZMB_DC:IGF2R","NK","GZMB","DC","IGF2R",NA,NA,NA,NA
"11320","NK:HLA-A_DC:APLP2","NK","HLA-A","DC","APLP2",NA,NA,NA,NA
"11321","NK:HLA-A_DC:LILRB1","NK","HLA-A","DC","LILRB1",NA,NA,NA,NA
"11322","NK:HLA-A_DC:LILRB2","NK","HLA-A","DC","LILRB2",NA,NA,NA,NA
"11323","NK:HLA-B_DC:CANX","NK","HLA-B","DC","CANX",NA,NA,NA,NA
"11324","NK:HLA-B_DC:LILRB1","NK","HLA-B","DC","LILRB1",NA,NA,NA,NA
"11325","NK:HLA-B_DC:LILRB2","NK","HLA-B","DC","LILRB2",NA,NA,NA,NA
"11326","NK:HLA-C_DC:CD53","NK","HLA-C","DC","CD53",NA,NA,NA,NA
"11327","NK:HLA-C_DC:CD81","NK","HLA-C","DC","CD81",NA,NA,NA,NA
"11328","NK:HLA-C_DC:LILRB1","NK","HLA-C","DC","LILRB1",NA,NA,NA,NA
"11329","NK:HLA-C_DC:LILRB2","NK","HLA-C","DC","LILRB2",NA,NA,NA,NA
"11330","NK:HLA-DRA_DC:CD37","NK","HLA-DRA","DC","CD37",NA,NA,NA,NA
"11331","NK:HLA-DRA_DC:CD53","NK","HLA-DRA","DC","CD53",NA,NA,NA,NA
"11332","NK:HLA-DRA_DC:CD63","NK","HLA-DRA","DC","CD63",NA,NA,NA,NA
"11333","NK:HLA-DRA_DC:CD81","NK","HLA-DRA","DC","CD81",NA,NA,NA,NA
"11334","NK:HLA-DRA_DC:CD82","NK","HLA-DRA","DC","CD82",NA,NA,NA,NA
"11335","NK:HLA-DRB1_DC:CD37","NK","HLA-DRB1","DC","CD37",NA,NA,NA,NA
"11336","NK:HLA-DRB1_DC:CD53","NK","HLA-DRB1","DC","CD53",NA,NA,NA,NA
"11337","NK:HLA-DRB1_DC:CD81","NK","HLA-DRB1","DC","CD81",NA,NA,NA,NA
"11338","NK:HLA-DRB1_DC:CD82","NK","HLA-DRB1","DC","CD82",NA,NA,NA,NA
"11339","NK:HLA-F_DC:LILRB1","NK","HLA-F","DC","LILRB1",5.34886135562383e-25,NA,0.256943668055095,NA
"11340","NK:HLA-F_DC:LILRB2","NK","HLA-F","DC","LILRB2",5.34886135562383e-25,NA,0.256943668055095,NA
"11341","NK:HMGB1_DC:CXCR4","NK","HMGB1","DC","CXCR4",NA,NA,NA,NA
"11342","NK:HMGB1_DC:HAVCR2","NK","HMGB1","DC","HAVCR2",NA,NA,NA,NA
"11343","NK:HMGB1_DC:TLR4","NK","HMGB1","DC","TLR4",NA,NA,NA,NA
"11344","NK:HSP90B1_DC:TLR4","NK","HSP90B1","DC","TLR4",NA,NA,NA,NA
"11345","NK:HSPA8_DC:LDLR","NK","HSPA8","DC","LDLR",NA,NA,NA,NA
"11346","NK:ICAM2_DC:ITGAL","NK","ICAM2","DC","ITGAL",NA,NA,NA,NA
"11347","NK:ICAM2_DC:ITGB2","NK","ICAM2","DC","ITGB2",NA,NA,NA,NA
"11348","NK:IFITM1_DC:CD81","NK","IFITM1","DC","CD81",NA,NA,NA,NA
"11349","NK:IFNG_DC:IFNGR1","NK","IFNG","DC","IFNGR1",NA,NA,NA,NA
"11350","NK:IFNG_DC:IFNGR2","NK","IFNG","DC","IFNGR2",NA,NA,NA,NA
"11351","NK:IL16_DC:KCND1","NK","IL16","DC","KCND1",NA,NA,NA,NA
"11352","NK:ITGA4_DC:CD81","NK","ITGA4","DC","CD81",NA,NA,NA,NA
"11353","NK:ITGA4_DC:CD82","NK","ITGA4","DC","CD82",NA,NA,NA,NA
"11354","NK:ITGB1_DC:CD81","NK","ITGB1","DC","CD81",NA,NA,NA,NA
"11355","NK:JAK1_DC:IFNAR2","NK","JAK1","DC","IFNAR2",NA,NA,NA,NA
"11356","NK:LGALS1_DC:PTPRC","NK","LGALS1","DC","PTPRC",4.09503805195545e-36,NA,0.276963032888893,NA
"11357","NK:LGALS3_DC:ANXA2","NK","LGALS3","DC","ANXA2",NA,NA,NA,NA
"11358","NK:LGALS9_DC:CD44","NK","LGALS9","DC","CD44",NA,NA,NA,NA
"11359","NK:LGALS9_DC:CD47","NK","LGALS9","DC","CD47",NA,NA,NA,NA
"11360","NK:LGALS9_DC:HAVCR2","NK","LGALS9","DC","HAVCR2",NA,NA,NA,NA
"11361","NK:LGALS9_DC:PTPRC","NK","LGALS9","DC","PTPRC",NA,NA,NA,NA
"11362","NK:LMAN1_DC:MCFD2","NK","LMAN1","DC","MCFD2",NA,NA,NA,NA
"11363","NK:LRPAP1_DC:LDLR","NK","LRPAP1","DC","LDLR",NA,NA,NA,NA
"11364","NK:LYZ_DC:ITGAL","NK","LYZ","DC","ITGAL",NA,NA,NA,NA
"11365","NK:MIF_DC:CD44","NK","MIF","DC","CD44",NA,NA,NA,NA
"11366","NK:MIF_DC:CD74","NK","MIF","DC","CD74",NA,NA,NA,NA
"11367","NK:MIF_DC:CXCR4","NK","MIF","DC","CXCR4",NA,NA,NA,NA
"11368","NK:MIF_DC:TNFRSF10D","NK","MIF","DC","TNFRSF10D",NA,NA,NA,NA
"11369","NK:MIF_DC:TNFRSF14","NK","MIF","DC","TNFRSF14",NA,NA,NA,NA
"11370","NK:NAMPT_DC:ADORA2A","NK","NAMPT","DC","ADORA2A",NA,NA,NA,NA
"11371","NK:NAMPT_DC:INSR","NK","NAMPT","DC","INSR",NA,NA,NA,NA
"11372","NK:NCAM1_DC:PTPRA","NK","NCAM1","DC","PTPRA",NA,NA,NA,NA
"11373","NK:NCAM1_DC:ROBO3","NK","NCAM1","DC","ROBO3",NA,NA,NA,NA
"11374","NK:PIK3R1_DC:CBL","NK","PIK3R1","DC","CBL",NA,NA,NA,NA
"11375","NK:PIK3R1_DC:EPN1","NK","PIK3R1","DC","EPN1",NA,NA,NA,NA
"11376","NK:PKM_DC:CD44","NK","PKM","DC","CD44",NA,NA,NA,NA
"11377","NK:PPP2R2B_DC:TGFBR2","NK","PPP2R2B","DC","TGFBR2",NA,NA,NA,NA
"11378","NK:PRSS23_DC:TMEM222","NK","PRSS23","DC","TMEM222",NA,NA,NA,NA
"11379","NK:RPS27A_DC:LDLR","NK","RPS27A","DC","LDLR",NA,NA,NA,NA
"11380","NK:RPS27A_DC:SMAD3","NK","RPS27A","DC","SMAD3",NA,NA,NA,NA
"11381","NK:RPS27A_DC:TGFBR1","NK","RPS27A","DC","TGFBR1",NA,NA,NA,NA
"11382","NK:RPS27A_DC:TGFBR2","NK","RPS27A","DC","TGFBR2",NA,NA,NA,NA
"11383","NK:RPS27A_DC:TLR4","NK","RPS27A","DC","TLR4",NA,NA,NA,NA
"11384","NK:S100A8_DC:CD36","NK","S100A8","DC","CD36",NA,NA,NA,NA
"11385","NK:S100A8_DC:CD68","NK","S100A8","DC","CD68",NA,NA,NA,NA
"11386","NK:S100A8_DC:ITGB2","NK","S100A8","DC","ITGB2",NA,NA,NA,NA
"11387","NK:S100A8_DC:TLR4","NK","S100A8","DC","TLR4",NA,NA,NA,NA
"11388","NK:S100A9_DC:ALCAM","NK","S100A9","DC","ALCAM",NA,NA,NA,NA
"11389","NK:S100A9_DC:CD36","NK","S100A9","DC","CD36",NA,NA,NA,NA
"11390","NK:S100A9_DC:CD68","NK","S100A9","DC","CD68",NA,NA,NA,NA
"11391","NK:S100A9_DC:ITGB2","NK","S100A9","DC","ITGB2",NA,NA,NA,NA
"11392","NK:S100A9_DC:TLR4","NK","S100A9","DC","TLR4",NA,NA,NA,NA
"11393","NK:SPON2_DC:ITGA4","NK","SPON2","DC","ITGA4",NA,NA,NA,NA
"11394","NK:SPON2_DC:ITGB2","NK","SPON2","DC","ITGB2",NA,NA,NA,NA
"11395","NK:SPTAN1_DC:PTPRA","NK","SPTAN1","DC","PTPRA",NA,NA,NA,NA
"11396","NK:SRGN_DC:CD44","NK","SRGN","DC","CD44",NA,NA,NA,NA
"11397","NK:TGFB1_DC:CXCR4","NK","TGFB1","DC","CXCR4",7.68585727178364e-43,NA,0.295412803381332,NA
"11398","NK:TGFB1_DC:ITGB8","NK","TGFB1","DC","ITGB8",7.68585727178364e-43,NA,0.295412803381332,NA
"11399","NK:TGFB1_DC:LPP","NK","TGFB1","DC","LPP",7.68585727178364e-43,NA,0.295412803381332,NA
"11400","NK:TGFB1_DC:SDC2","NK","TGFB1","DC","SDC2",7.68585727178364e-43,NA,0.295412803381332,NA
"11401","NK:TGFB1_DC:SMAD3","NK","TGFB1","DC","SMAD3",7.68585727178364e-43,NA,0.295412803381332,NA
"11402","NK:TGFB1_DC:TGFBR1","NK","TGFB1","DC","TGFBR1",7.68585727178364e-43,NA,0.295412803381332,NA
"11403","NK:TGFB1_DC:TGFBR2","NK","TGFB1","DC","TGFBR2",7.68585727178364e-43,NA,0.295412803381332,NA
"11404","NK:THBS1_DC:CD36","NK","THBS1","DC","CD36",NA,NA,NA,NA
"11405","NK:THBS1_DC:CD47","NK","THBS1","DC","CD47",NA,NA,NA,NA
"11406","NK:THBS1_DC:ITGA4","NK","THBS1","DC","ITGA4",NA,NA,NA,NA
"11407","NK:THBS1_DC:PTPRJ","NK","THBS1","DC","PTPRJ",NA,NA,NA,NA
"11408","NK:TIMP1_DC:CD63","NK","TIMP1","DC","CD63",NA,NA,NA,NA
"11409","NK:TNFSF10_DC:CCR6","NK","TNFSF10","DC","CCR6",NA,NA,NA,NA
"11410","NK:TNFSF10_DC:TNFRSF10B","NK","TNFSF10","DC","TNFRSF10B",NA,NA,NA,NA
"11411","NK:TNFSF10_DC:TNFRSF10D","NK","TNFSF10","DC","TNFRSF10D",NA,NA,NA,NA
"11412","NK:TYROBP_DC:TREM1","NK","TYROBP","DC","TREM1",NA,NA,NA,NA
"11413","NK:UBA52_DC:LDLR","NK","UBA52","DC","LDLR",NA,NA,NA,NA
"11414","NK:UBA52_DC:SMAD3","NK","UBA52","DC","SMAD3",NA,NA,NA,NA
"11415","NK:UBA52_DC:TGFBR1","NK","UBA52","DC","TGFBR1",NA,NA,NA,NA
"11416","NK:UBA52_DC:TGFBR2","NK","UBA52","DC","TGFBR2",NA,NA,NA,NA
"11417","NK:UBA52_DC:TLR4","NK","UBA52","DC","TLR4",NA,NA,NA,NA
"11418","NK:UBB_DC:LDLR","NK","UBB","DC","LDLR",NA,NA,NA,NA
"11419","NK:UBB_DC:SMAD3","NK","UBB","DC","SMAD3",NA,NA,NA,NA
"11420","NK:UBB_DC:TGFBR1","NK","UBB","DC","TGFBR1",NA,NA,NA,NA
"11421","NK:UBB_DC:TGFBR2","NK","UBB","DC","TGFBR2",NA,NA,NA,NA
"11422","NK:UBB_DC:TLR4","NK","UBB","DC","TLR4",NA,NA,NA,NA
"11423","NK:UBC_DC:LDLR","NK","UBC","DC","LDLR",NA,NA,NA,NA
"11424","NK:UBC_DC:SMAD3","NK","UBC","DC","SMAD3",NA,NA,NA,NA
"11425","NK:UBC_DC:TGFBR1","NK","UBC","DC","TGFBR1",NA,NA,NA,NA
"11426","NK:UBC_DC:TGFBR2","NK","UBC","DC","TGFBR2",NA,NA,NA,NA
"11427","NK:UBC_DC:TLR4","NK","UBC","DC","TLR4",NA,NA,NA,NA
"11428","NK:VCAN_DC:CD44","NK","VCAN","DC","CD44",NA,NA,NA,NA
"11429","NK:VCAN_DC:ITGA4","NK","VCAN","DC","ITGA4",NA,NA,NA,NA
"11430","NK:VCAN_DC:SELL","NK","VCAN","DC","SELL",NA,NA,NA,NA
"11431","NK:VIM_DC:CD44","NK","VIM","DC","CD44",8.81457037272128e-40,NA,0.288593371465296,NA
"11432","B:ADAM28_DC:ITGA4","B","ADAM28","DC","ITGA4",NA,NA,NA,NA
"11433","B:AREG_DC:ICAM1","B","AREG","DC","ICAM1",NA,NA,NA,NA
"11434","B:ARF1_DC:INSR","B","ARF1","DC","INSR",NA,NA,NA,NA
"11435","B:ARF6_DC:PLD1","B","ARF6","DC","PLD1",NA,NA,NA,NA
"11436","B:ARPC5_DC:LDLR","B","ARPC5","DC","LDLR",1.10929110604342e-58,NA,-0.284818863317868,NA
"11437","B:B2M_DC:CD1C","B","B2M","DC","CD1C",NA,NA,NA,NA
"11438","B:B2M_DC:HLA-F","B","B2M","DC","HLA-F",NA,NA,NA,NA
"11439","B:B2M_DC:LILRB1","B","B2M","DC","LILRB1",NA,NA,NA,NA
"11440","B:B2M_DC:LILRB2","B","B2M","DC","LILRB2",NA,NA,NA,NA
"11441","B:CALM1_DC:KCNQ1","B","CALM1","DC","KCNQ1",NA,NA,NA,NA
"11442","B:CALM1_DC:PTPRA","B","CALM1","DC","PTPRA",NA,NA,NA,NA
"11443","B:CALM1_DC:SELL","B","CALM1","DC","SELL",NA,NA,NA,NA
"11444","B:CALM2_DC:KCNQ1","B","CALM2","DC","KCNQ1",NA,NA,NA,NA
"11445","B:CALM2_DC:SELL","B","CALM2","DC","SELL",NA,NA,NA,NA
"11446","B:CALM3_DC:KCNQ1","B","CALM3","DC","KCNQ1",NA,NA,NA,NA
"11447","B:CALM3_DC:SELL","B","CALM3","DC","SELL",NA,NA,NA,NA
"11448","B:CALR_DC:HLA-F","B","CALR","DC","HLA-F",NA,NA,NA,NA
"11449","B:CD19_DC:CD81","B","CD19","DC","CD81",NA,NA,NA,NA
"11450","B:CD47_DC:SIGLEC1","B","CD47","DC","SIGLEC1",NA,NA,NA,NA
"11451","B:CD55_DC:ADGRE2","B","CD55","DC","ADGRE2",NA,NA,NA,NA
"11452","B:CD55_DC:ADGRE5","B","CD55","DC","ADGRE5",NA,5.16971138787732e-39,NA,0.358641666679121
"11453","B:CD74_DC:CXCR4","B","CD74","DC","CXCR4",NA,NA,NA,NA
"11454","B:CD99_DC:CD81","B","CD99","DC","CD81",NA,NA,NA,NA
"11455","B:CD99_DC:PILRA","B","CD99","DC","PILRA",NA,NA,NA,NA
"11456","B:CIRBP_DC:TREM1","B","CIRBP","DC","TREM1",NA,NA,NA,NA
"11457","B:COPA_DC:CD74","B","COPA","DC","CD74",NA,NA,NA,NA
"11458","B:CXCL8_DC:SDC2","B","CXCL8","DC","SDC2",NA,NA,NA,NA
"11459","B:FAM3C_DC:FFAR2","B","FAM3C","DC","FFAR2",NA,NA,NA,NA
"11460","B:FAM3C_DC:HLA-C","B","FAM3C","DC","HLA-C",NA,NA,NA,NA
"11461","B:GNAI2_DC:S1PR1","B","GNAI2","DC","S1PR1",NA,NA,NA,NA
"11462","B:GPI_DC:AMFR","B","GPI","DC","AMFR",NA,NA,NA,NA
"11463","B:GRN_DC:TNFRSF1A","B","GRN","DC","TNFRSF1A",NA,NA,NA,NA
"11464","B:GRN_DC:TNFRSF1B","B","GRN","DC","TNFRSF1B",NA,NA,NA,NA
"11465","B:HLA-A_DC:APLP2","B","HLA-A","DC","APLP2",NA,NA,NA,NA
"11466","B:HLA-A_DC:LILRB1","B","HLA-A","DC","LILRB1",NA,NA,NA,NA
"11467","B:HLA-A_DC:LILRB2","B","HLA-A","DC","LILRB2",NA,NA,NA,NA
"11468","B:HLA-B_DC:CANX","B","HLA-B","DC","CANX",NA,NA,NA,NA
"11469","B:HLA-B_DC:LILRB1","B","HLA-B","DC","LILRB1",NA,NA,NA,NA
"11470","B:HLA-B_DC:LILRB2","B","HLA-B","DC","LILRB2",NA,NA,NA,NA
"11471","B:HLA-C_DC:CD53","B","HLA-C","DC","CD53",NA,NA,NA,NA
"11472","B:HLA-C_DC:CD81","B","HLA-C","DC","CD81",NA,NA,NA,NA
"11473","B:HLA-C_DC:LILRB1","B","HLA-C","DC","LILRB1",NA,NA,NA,NA
"11474","B:HLA-C_DC:LILRB2","B","HLA-C","DC","LILRB2",NA,NA,NA,NA
"11475","B:HLA-DRA_DC:CD37","B","HLA-DRA","DC","CD37",NA,NA,NA,NA
"11476","B:HLA-DRA_DC:CD53","B","HLA-DRA","DC","CD53",NA,NA,NA,NA
"11477","B:HLA-DRA_DC:CD63","B","HLA-DRA","DC","CD63",NA,NA,NA,NA
"11478","B:HLA-DRA_DC:CD81","B","HLA-DRA","DC","CD81",NA,NA,NA,NA
"11479","B:HLA-DRA_DC:CD82","B","HLA-DRA","DC","CD82",NA,NA,NA,NA
"11480","B:HLA-DRB1_DC:CD37","B","HLA-DRB1","DC","CD37",NA,NA,NA,NA
"11481","B:HLA-DRB1_DC:CD53","B","HLA-DRB1","DC","CD53",NA,NA,NA,NA
"11482","B:HLA-DRB1_DC:CD81","B","HLA-DRB1","DC","CD81",NA,NA,NA,NA
"11483","B:HLA-DRB1_DC:CD82","B","HLA-DRB1","DC","CD82",NA,NA,NA,NA
"11484","B:HLA-F_DC:LILRB1","B","HLA-F","DC","LILRB1",NA,NA,NA,NA
"11485","B:HLA-F_DC:LILRB2","B","HLA-F","DC","LILRB2",NA,NA,NA,NA
"11486","B:HMGB1_DC:CXCR4","B","HMGB1","DC","CXCR4",NA,NA,NA,NA
"11487","B:HMGB1_DC:HAVCR2","B","HMGB1","DC","HAVCR2",NA,NA,NA,NA
"11488","B:HMGB1_DC:TLR4","B","HMGB1","DC","TLR4",NA,NA,NA,NA
"11489","B:HSP90B1_DC:TLR4","B","HSP90B1","DC","TLR4",NA,NA,NA,NA
"11490","B:HSPA4_DC:TLR4","B","HSPA4","DC","TLR4",NA,NA,NA,NA
"11491","B:HSPA8_DC:LDLR","B","HSPA8","DC","LDLR",NA,NA,NA,NA
"11492","B:IFITM1_DC:CD81","B","IFITM1","DC","CD81",NA,NA,NA,NA
"11493","B:IL16_DC:KCND1","B","IL16","DC","KCND1",NA,NA,NA,NA
"11494","B:IL1B_DC:SIGIRR","B","IL1B","DC","SIGIRR",NA,NA,NA,NA
"11495","B:ITGA4_DC:CD81","B","ITGA4","DC","CD81",NA,NA,NA,NA
"11496","B:ITGA4_DC:CD82","B","ITGA4","DC","CD82",NA,NA,NA,NA
"11497","B:ITGB1_DC:CD81","B","ITGB1","DC","CD81",NA,NA,NA,NA
"11498","B:JAK1_DC:IFNAR2","B","JAK1","DC","IFNAR2",NA,NA,NA,NA
"11499","B:LGALS1_DC:PTPRC","B","LGALS1","DC","PTPRC",NA,NA,NA,NA
"11500","B:LGALS9_DC:CD44","B","LGALS9","DC","CD44",NA,NA,NA,NA
"11501","B:LGALS9_DC:CD47","B","LGALS9","DC","CD47",NA,NA,NA,NA
"11502","B:LGALS9_DC:HAVCR2","B","LGALS9","DC","HAVCR2",NA,NA,NA,NA
"11503","B:LGALS9_DC:PTPRC","B","LGALS9","DC","PTPRC",NA,NA,NA,NA
"11504","B:LRPAP1_DC:LDLR","B","LRPAP1","DC","LDLR",NA,NA,NA,NA
"11505","B:LTB_DC:CD40","B","LTB","DC","CD40",9.33511976883981e-125,NA,-0.367301712302092,NA
"11506","B:LTB_DC:TNFRSF1A","B","LTB","DC","TNFRSF1A",9.33511976883981e-125,NA,-0.367301712302092,NA
"11507","B:LYZ_DC:ITGAL","B","LYZ","DC","ITGAL",NA,NA,NA,NA
"11508","B:MIF_DC:CD44","B","MIF","DC","CD44",NA,NA,NA,NA
"11509","B:MIF_DC:CD74","B","MIF","DC","CD74",NA,NA,NA,NA
"11510","B:MIF_DC:CXCR4","B","MIF","DC","CXCR4",NA,NA,NA,NA
"11511","B:MIF_DC:TNFRSF10D","B","MIF","DC","TNFRSF10D",NA,NA,NA,NA
"11512","B:MIF_DC:TNFRSF14","B","MIF","DC","TNFRSF14",NA,NA,NA,NA
"11513","B:MS4A1_DC:CD53","B","MS4A1","DC","CD53",NA,NA,NA,NA
"11514","B:MS4A1_DC:CD82","B","MS4A1","DC","CD82",NA,NA,NA,NA
"11515","B:NAMPT_DC:ADORA2A","B","NAMPT","DC","ADORA2A",NA,NA,NA,NA
"11516","B:NAMPT_DC:INSR","B","NAMPT","DC","INSR",NA,NA,NA,NA
"11517","B:PKM_DC:CD44","B","PKM","DC","CD44",NA,NA,NA,NA
"11518","B:RPS27A_DC:LDLR","B","RPS27A","DC","LDLR",NA,NA,NA,NA
"11519","B:RPS27A_DC:SMAD3","B","RPS27A","DC","SMAD3",NA,NA,NA,NA
"11520","B:RPS27A_DC:TGFBR1","B","RPS27A","DC","TGFBR1",NA,NA,NA,NA
"11521","B:RPS27A_DC:TGFBR2","B","RPS27A","DC","TGFBR2",NA,NA,NA,NA
"11522","B:RPS27A_DC:TLR4","B","RPS27A","DC","TLR4",NA,NA,NA,NA
"11523","B:S100A8_DC:CD36","B","S100A8","DC","CD36",NA,NA,NA,NA
"11524","B:S100A8_DC:CD68","B","S100A8","DC","CD68",NA,NA,NA,NA
"11525","B:S100A8_DC:ITGB2","B","S100A8","DC","ITGB2",NA,NA,NA,NA
"11526","B:S100A8_DC:TLR4","B","S100A8","DC","TLR4",NA,NA,NA,NA
"11527","B:S100A9_DC:ALCAM","B","S100A9","DC","ALCAM",NA,NA,NA,NA
"11528","B:S100A9_DC:CD36","B","S100A9","DC","CD36",NA,NA,NA,NA
"11529","B:S100A9_DC:CD68","B","S100A9","DC","CD68",NA,NA,NA,NA
"11530","B:S100A9_DC:ITGB2","B","S100A9","DC","ITGB2",NA,NA,NA,NA
"11531","B:S100A9_DC:TLR4","B","S100A9","DC","TLR4",NA,NA,NA,NA
"11532","B:SPTAN1_DC:PTPRA","B","SPTAN1","DC","PTPRA",NA,NA,NA,NA
