"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","ligand_log2FC","ligand_p_val_adj","receptor_log2FC","receptor_p_val_adj","direction"
"4433","Mono:HLA-DRA_NK:CD63","Mono","HLA-DRA","NK","CD63",-0.833671441515946,0,NA,NA,"down"
"4434","Mono:HLA-DRA_T:CD63","Mono","HLA-DRA","T","CD63",-0.833671441515946,0,NA,NA,"down"
"4435","NK:HLA-DRA_Ery:CD63","NK","HLA-DRA","Ery","CD63",NA,NA,-0.506145609679683,2.43572631723006e-92,"down"
"4436","NK:HLA-DRA_Mono:CD63","NK","HLA-DRA","Mono","CD63",NA,NA,0.385672705321446,0,"down"
"4437","T:HLA-DRA_Ery:CD63","T","HLA-DRA","Ery","CD63",NA,NA,-0.506145609679683,2.43572631723006e-92,"down"
"4438","T:HLA-DRA_Mono:CD63","T","HLA-DRA","Mono","CD63",NA,NA,0.385672705321446,0,"down"
"4439","B:TIMP1_Ery:CD63","B","TIMP1","Ery","CD63",NA,NA,-0.506145609679683,2.43572631723006e-92,"down"
"4440","B:TIMP1_Mono:CD63","B","TIMP1","Mono","CD63",NA,NA,0.385672705321446,0,"down"
"4441","DC:TIMP1_Ery:CD63","DC","TIMP1","Ery","CD63",NA,NA,-0.506145609679683,2.43572631723006e-92,"down"
"4442","DC:TIMP1_Mono:CD63","DC","TIMP1","Mono","CD63",NA,NA,0.385672705321446,0,"down"
"4443","Ery:TIMP1_Ery:CD63","Ery","TIMP1","Ery","CD63",NA,NA,-0.506145609679683,2.43572631723006e-92,"down"
"4444","Ery:TIMP1_Mono:CD63","Ery","TIMP1","Mono","CD63",NA,NA,0.385672705321446,0,"down"
"4445","Gran:TIMP1_Ery:CD63","Gran","TIMP1","Ery","CD63",NA,NA,-0.506145609679683,2.43572631723006e-92,"down"
"4446","Gran:TIMP1_Mono:CD63","Gran","TIMP1","Mono","CD63",NA,NA,0.385672705321446,0,"down"
"4447","HSPC:TIMP1_Ery:CD63","HSPC","TIMP1","Ery","CD63",NA,NA,-0.506145609679683,2.43572631723006e-92,"down"
"4448","HSPC:TIMP1_Mono:CD63","HSPC","TIMP1","Mono","CD63",NA,NA,0.385672705321446,0,"down"
"4449","Mono:TIMP1_Ery:CD63","Mono","TIMP1","Ery","CD63",NA,NA,-0.506145609679683,2.43572631723006e-92,"down"
"4450","Mono:TIMP1_Mono:CD63","Mono","TIMP1","Mono","CD63",NA,NA,0.385672705321446,0,"down"
"4451","NK:TIMP1_Ery:CD63","NK","TIMP1","Ery","CD63",NA,NA,-0.506145609679683,2.43572631723006e-92,"down"
"4452","NK:TIMP1_Mono:CD63","NK","TIMP1","Mono","CD63",NA,NA,0.385672705321446,0,"down"
"4453","T:TIMP1_Ery:CD63","T","TIMP1","Ery","CD63",NA,NA,-0.506145609679683,2.43572631723006e-92,"down"
"4454","T:TIMP1_Mono:CD63","T","TIMP1","Mono","CD63",NA,NA,0.385672705321446,0,"down"
"4455","B:HLA-DRA_B:CD37","B","HLA-DRA","B","CD37",-0.266495752184478,8.20792942596835e-112,-0.286383904716662,2.43217657820437e-99,"down"
"4456","B:HLA-DRA_DC:CD37","B","HLA-DRA","DC","CD37",-0.266495752184478,8.20792942596835e-112,NA,NA,"down"
"4457","B:HLA-DRA_Ery:CD37","B","HLA-DRA","Ery","CD37",-0.266495752184478,8.20792942596835e-112,NA,NA,"down"
"4458","B:HLA-DRA_Gran:CD37","B","HLA-DRA","Gran","CD37",-0.266495752184478,8.20792942596835e-112,NA,NA,"down"
"4459","B:HLA-DRA_HSPC:CD37","B","HLA-DRA","HSPC","CD37",-0.266495752184478,8.20792942596835e-112,NA,NA,"down"
"4460","B:HLA-DRA_Mono:CD37","B","HLA-DRA","Mono","CD37",-0.266495752184478,8.20792942596835e-112,NA,NA,"down"
"4461","B:HLA-DRA_NK:CD37","B","HLA-DRA","NK","CD37",-0.266495752184478,8.20792942596835e-112,NA,NA,"down"
"4462","B:HLA-DRA_T:CD37","B","HLA-DRA","T","CD37",-0.266495752184478,8.20792942596835e-112,NA,NA,"down"
"4463","DC:HLA-DRA_B:CD37","DC","HLA-DRA","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"4464","Ery:HLA-DRA_B:CD37","Ery","HLA-DRA","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"4465","Gran:HLA-DRA_B:CD37","Gran","HLA-DRA","B","CD37",-0.619118161866378,4.55369147793726e-82,-0.286383904716662,2.43217657820437e-99,"down"
"4466","Gran:HLA-DRA_DC:CD37","Gran","HLA-DRA","DC","CD37",-0.619118161866378,4.55369147793726e-82,NA,NA,"down"
"4467","Gran:HLA-DRA_Ery:CD37","Gran","HLA-DRA","Ery","CD37",-0.619118161866378,4.55369147793726e-82,NA,NA,"down"
"4468","Gran:HLA-DRA_Gran:CD37","Gran","HLA-DRA","Gran","CD37",-0.619118161866378,4.55369147793726e-82,NA,NA,"down"
"4469","Gran:HLA-DRA_HSPC:CD37","Gran","HLA-DRA","HSPC","CD37",-0.619118161866378,4.55369147793726e-82,NA,NA,"down"
"4470","Gran:HLA-DRA_Mono:CD37","Gran","HLA-DRA","Mono","CD37",-0.619118161866378,4.55369147793726e-82,NA,NA,"down"
"4471","Gran:HLA-DRA_NK:CD37","Gran","HLA-DRA","NK","CD37",-0.619118161866378,4.55369147793726e-82,NA,NA,"down"
"4472","Gran:HLA-DRA_T:CD37","Gran","HLA-DRA","T","CD37",-0.619118161866378,4.55369147793726e-82,NA,NA,"down"
"4473","HSPC:HLA-DRA_B:CD37","HSPC","HLA-DRA","B","CD37",-0.29245531694185,1.56702417031416e-24,-0.286383904716662,2.43217657820437e-99,"down"
"4474","HSPC:HLA-DRA_DC:CD37","HSPC","HLA-DRA","DC","CD37",-0.29245531694185,1.56702417031416e-24,NA,NA,"down"
"4475","HSPC:HLA-DRA_Ery:CD37","HSPC","HLA-DRA","Ery","CD37",-0.29245531694185,1.56702417031416e-24,NA,NA,"down"
"4476","HSPC:HLA-DRA_Gran:CD37","HSPC","HLA-DRA","Gran","CD37",-0.29245531694185,1.56702417031416e-24,NA,NA,"down"
"4477","HSPC:HLA-DRA_HSPC:CD37","HSPC","HLA-DRA","HSPC","CD37",-0.29245531694185,1.56702417031416e-24,NA,NA,"down"
"4478","HSPC:HLA-DRA_Mono:CD37","HSPC","HLA-DRA","Mono","CD37",-0.29245531694185,1.56702417031416e-24,NA,NA,"down"
"4479","HSPC:HLA-DRA_NK:CD37","HSPC","HLA-DRA","NK","CD37",-0.29245531694185,1.56702417031416e-24,NA,NA,"down"
"4480","HSPC:HLA-DRA_T:CD37","HSPC","HLA-DRA","T","CD37",-0.29245531694185,1.56702417031416e-24,NA,NA,"down"
"4481","Mono:HLA-DRA_B:CD37","Mono","HLA-DRA","B","CD37",-0.833671441515946,0,-0.286383904716662,2.43217657820437e-99,"down"
"4482","Mono:HLA-DRA_DC:CD37","Mono","HLA-DRA","DC","CD37",-0.833671441515946,0,NA,NA,"down"
"4483","Mono:HLA-DRA_Ery:CD37","Mono","HLA-DRA","Ery","CD37",-0.833671441515946,0,NA,NA,"down"
"4484","Mono:HLA-DRA_Gran:CD37","Mono","HLA-DRA","Gran","CD37",-0.833671441515946,0,NA,NA,"down"
"4485","Mono:HLA-DRA_HSPC:CD37","Mono","HLA-DRA","HSPC","CD37",-0.833671441515946,0,NA,NA,"down"
"4486","Mono:HLA-DRA_Mono:CD37","Mono","HLA-DRA","Mono","CD37",-0.833671441515946,0,NA,NA,"down"
"4487","Mono:HLA-DRA_NK:CD37","Mono","HLA-DRA","NK","CD37",-0.833671441515946,0,NA,NA,"down"
"4488","Mono:HLA-DRA_T:CD37","Mono","HLA-DRA","T","CD37",-0.833671441515946,0,NA,NA,"down"
"4489","NK:HLA-DRA_B:CD37","NK","HLA-DRA","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"4490","T:HLA-DRA_B:CD37","T","HLA-DRA","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"4491","B:HLA-DRB1_B:CD37","B","HLA-DRB1","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"4492","DC:HLA-DRB1_B:CD37","DC","HLA-DRB1","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"4493","Ery:HLA-DRB1_B:CD37","Ery","HLA-DRB1","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"4494","Gran:HLA-DRB1_B:CD37","Gran","HLA-DRB1","B","CD37",-0.732021020477434,1.21576656649759e-138,-0.286383904716662,2.43217657820437e-99,"down"
"4495","Gran:HLA-DRB1_DC:CD37","Gran","HLA-DRB1","DC","CD37",-0.732021020477434,1.21576656649759e-138,NA,NA,"down"
"4496","Gran:HLA-DRB1_Ery:CD37","Gran","HLA-DRB1","Ery","CD37",-0.732021020477434,1.21576656649759e-138,NA,NA,"down"
"4497","Gran:HLA-DRB1_Gran:CD37","Gran","HLA-DRB1","Gran","CD37",-0.732021020477434,1.21576656649759e-138,NA,NA,"down"
"4498","Gran:HLA-DRB1_HSPC:CD37","Gran","HLA-DRB1","HSPC","CD37",-0.732021020477434,1.21576656649759e-138,NA,NA,"down"
"4499","Gran:HLA-DRB1_Mono:CD37","Gran","HLA-DRB1","Mono","CD37",-0.732021020477434,1.21576656649759e-138,NA,NA,"down"
"4500","Gran:HLA-DRB1_NK:CD37","Gran","HLA-DRB1","NK","CD37",-0.732021020477434,1.21576656649759e-138,NA,NA,"down"
"4501","Gran:HLA-DRB1_T:CD37","Gran","HLA-DRB1","T","CD37",-0.732021020477434,1.21576656649759e-138,NA,NA,"down"
"4502","HSPC:HLA-DRB1_B:CD37","HSPC","HLA-DRB1","B","CD37",-0.272203216710718,1.13514832802399e-20,-0.286383904716662,2.43217657820437e-99,"down"
"4503","HSPC:HLA-DRB1_DC:CD37","HSPC","HLA-DRB1","DC","CD37",-0.272203216710718,1.13514832802399e-20,NA,NA,"down"
"4504","HSPC:HLA-DRB1_Ery:CD37","HSPC","HLA-DRB1","Ery","CD37",-0.272203216710718,1.13514832802399e-20,NA,NA,"down"
"4505","HSPC:HLA-DRB1_Gran:CD37","HSPC","HLA-DRB1","Gran","CD37",-0.272203216710718,1.13514832802399e-20,NA,NA,"down"
"4506","HSPC:HLA-DRB1_HSPC:CD37","HSPC","HLA-DRB1","HSPC","CD37",-0.272203216710718,1.13514832802399e-20,NA,NA,"down"
"4507","HSPC:HLA-DRB1_Mono:CD37","HSPC","HLA-DRB1","Mono","CD37",-0.272203216710718,1.13514832802399e-20,NA,NA,"down"
"4508","HSPC:HLA-DRB1_NK:CD37","HSPC","HLA-DRB1","NK","CD37",-0.272203216710718,1.13514832802399e-20,NA,NA,"down"
"4509","HSPC:HLA-DRB1_T:CD37","HSPC","HLA-DRB1","T","CD37",-0.272203216710718,1.13514832802399e-20,NA,NA,"down"
"4510","Mono:HLA-DRB1_B:CD37","Mono","HLA-DRB1","B","CD37",-0.857388875730965,0,-0.286383904716662,2.43217657820437e-99,"down"
"4511","Mono:HLA-DRB1_DC:CD37","Mono","HLA-DRB1","DC","CD37",-0.857388875730965,0,NA,NA,"down"
"4512","Mono:HLA-DRB1_Ery:CD37","Mono","HLA-DRB1","Ery","CD37",-0.857388875730965,0,NA,NA,"down"
"4513","Mono:HLA-DRB1_Gran:CD37","Mono","HLA-DRB1","Gran","CD37",-0.857388875730965,0,NA,NA,"down"
"4514","Mono:HLA-DRB1_HSPC:CD37","Mono","HLA-DRB1","HSPC","CD37",-0.857388875730965,0,NA,NA,"down"
"4515","Mono:HLA-DRB1_Mono:CD37","Mono","HLA-DRB1","Mono","CD37",-0.857388875730965,0,NA,NA,"down"
"4516","Mono:HLA-DRB1_NK:CD37","Mono","HLA-DRB1","NK","CD37",-0.857388875730965,0,NA,NA,"down"
"4517","Mono:HLA-DRB1_T:CD37","Mono","HLA-DRB1","T","CD37",-0.857388875730965,0,NA,NA,"down"
"4518","NK:HLA-DRB1_B:CD37","NK","HLA-DRB1","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"4519","T:HLA-DRB1_B:CD37","T","HLA-DRB1","B","CD37",NA,NA,-0.286383904716662,2.43217657820437e-99,"down"
"4536","B:CD69_DC:KLRB1","B","CD69","DC","KLRB1",0.557785417602027,5.2534341688739e-85,NA,NA,"down"
"4537","B:CD69_NK:KLRB1","B","CD69","NK","KLRB1",0.557785417602027,5.2534341688739e-85,NA,NA,"down"
"4538","B:CD69_T:KLRB1","B","CD69","T","KLRB1",0.557785417602027,5.2534341688739e-85,NA,NA,"down"
"4539","T:CD69_DC:KLRB1","T","CD69","DC","KLRB1",0.413749974573962,3.45809911605759e-191,NA,NA,"down"
"4540","T:CD69_NK:KLRB1","T","CD69","NK","KLRB1",0.413749974573962,3.45809911605759e-191,NA,NA,"down"
"4541","T:CD69_T:KLRB1","T","CD69","T","KLRB1",0.413749974573962,3.45809911605759e-191,NA,NA,"down"
"4567","DC:C1QB_DC:C1QBP","DC","C1QB","DC","C1QBP",NA,NA,-0.302045892830374,2.92967597807862e-14,"down"
"4568","DC:C1QB_HSPC:C1QBP","DC","C1QB","HSPC","C1QBP",NA,NA,-0.399915661899831,3.70389192405031e-62,"down"
"4569","Mono:C1QB_B:C1QBP","Mono","C1QB","B","C1QBP",0.304898688350668,1.96565747562371e-190,NA,NA,"down"
"4570","Mono:C1QB_DC:C1QBP","Mono","C1QB","DC","C1QBP",0.304898688350668,1.96565747562371e-190,-0.302045892830374,2.92967597807862e-14,"down"
"4571","Mono:C1QB_Gran:C1QBP","Mono","C1QB","Gran","C1QBP",0.304898688350668,1.96565747562371e-190,NA,NA,"down"
"4572","Mono:C1QB_HSPC:C1QBP","Mono","C1QB","HSPC","C1QBP",0.304898688350668,1.96565747562371e-190,-0.399915661899831,3.70389192405031e-62,"down"
"4573","Mono:C1QB_Mono:C1QBP","Mono","C1QB","Mono","C1QBP",0.304898688350668,1.96565747562371e-190,NA,NA,"down"
"4574","Mono:C1QB_NK:C1QBP","Mono","C1QB","NK","C1QBP",0.304898688350668,1.96565747562371e-190,NA,NA,"down"
"4575","Mono:C1QB_T:C1QBP","Mono","C1QB","T","C1QBP",0.304898688350668,1.96565747562371e-190,NA,NA,"down"
"4576","Gran:CD14_B:TLR1","Gran","CD14","B","TLR1",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"4577","Gran:CD14_DC:TLR1","Gran","CD14","DC","TLR1",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"4578","Gran:CD14_Mono:TLR1","Gran","CD14","Mono","TLR1",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"4579","Gran:CD14_DC:PLXND1","Gran","CD14","DC","PLXND1",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"4580","Gran:CD14_Ery:PLXND1","Gran","CD14","Ery","PLXND1",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"4581","Gran:CD14_Gran:PLXND1","Gran","CD14","Gran","PLXND1",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"4582","Gran:CD14_HSPC:PLXND1","Gran","CD14","HSPC","PLXND1",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"4583","Gran:CD14_Mono:PLXND1","Gran","CD14","Mono","PLXND1",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"4584","Gran:CD14_T:PLXND1","Gran","CD14","T","PLXND1",-0.291091633854818,9.69490958097997e-13,NA,NA,"down"
"4608","B:PTDSS1_NK:JMJD6","B","PTDSS1","NK","JMJD6",NA,NA,0.265350057886276,1.04177691840204e-32,"down"
"4609","DC:PTDSS1_NK:JMJD6","DC","PTDSS1","NK","JMJD6",NA,NA,0.265350057886276,1.04177691840204e-32,"down"
"4610","Ery:PTDSS1_NK:JMJD6","Ery","PTDSS1","NK","JMJD6",NA,NA,0.265350057886276,1.04177691840204e-32,"down"
"4611","Gran:PTDSS1_NK:JMJD6","Gran","PTDSS1","NK","JMJD6",NA,NA,0.265350057886276,1.04177691840204e-32,"down"
"4612","HSPC:PTDSS1_NK:JMJD6","HSPC","PTDSS1","NK","JMJD6",NA,NA,0.265350057886276,1.04177691840204e-32,"down"
"4613","Mono:PTDSS1_NK:JMJD6","Mono","PTDSS1","NK","JMJD6",NA,NA,0.265350057886276,1.04177691840204e-32,"down"
"4614","NK:PTDSS1_NK:JMJD6","NK","PTDSS1","NK","JMJD6",NA,NA,0.265350057886276,1.04177691840204e-32,"down"
"4615","T:PTDSS1_NK:JMJD6","T","PTDSS1","NK","JMJD6",NA,NA,0.265350057886276,1.04177691840204e-32,"down"
"4616","B:PTPN6_DC:CLEC12A","B","PTPN6","DC","CLEC12A",-0.39467456064389,3.41672927593305e-45,NA,NA,"down"
"4617","B:PTPN6_Ery:CLEC12A","B","PTPN6","Ery","CLEC12A",-0.39467456064389,3.41672927593305e-45,NA,NA,"up"
"4618","B:PTPN6_Gran:CLEC12A","B","PTPN6","Gran","CLEC12A",-0.39467456064389,3.41672927593305e-45,NA,NA,"down"
"4619","B:PTPN6_HSPC:CLEC12A","B","PTPN6","HSPC","CLEC12A",-0.39467456064389,3.41672927593305e-45,NA,NA,"down"
"4620","B:PTPN6_Mono:CLEC12A","B","PTPN6","Mono","CLEC12A",-0.39467456064389,3.41672927593305e-45,NA,NA,"down"
"4621","DC:PTPN6_DC:CLEC12A","DC","PTPN6","DC","CLEC12A",0.348111213583504,9.45957948593084e-15,NA,NA,"down"
"4622","DC:PTPN6_Ery:CLEC12A","DC","PTPN6","Ery","CLEC12A",0.348111213583504,9.45957948593084e-15,NA,NA,"up"
"4623","DC:PTPN6_Gran:CLEC12A","DC","PTPN6","Gran","CLEC12A",0.348111213583504,9.45957948593084e-15,NA,NA,"down"
"4624","DC:PTPN6_HSPC:CLEC12A","DC","PTPN6","HSPC","CLEC12A",0.348111213583504,9.45957948593084e-15,NA,NA,"down"
"4625","DC:PTPN6_Mono:CLEC12A","DC","PTPN6","Mono","CLEC12A",0.348111213583504,9.45957948593084e-15,NA,NA,"down"
"4638","B:FAM3C_B:CLEC2D","B","FAM3C","B","CLEC2D",NA,NA,-0.293225334424459,1.13980038374027e-22,"down"
"4639","DC:FAM3C_B:CLEC2D","DC","FAM3C","B","CLEC2D",NA,NA,-0.293225334424459,1.13980038374027e-22,"down"
"4640","Ery:FAM3C_B:CLEC2D","Ery","FAM3C","B","CLEC2D",NA,NA,-0.293225334424459,1.13980038374027e-22,"down"
"4641","Gran:FAM3C_B:CLEC2D","Gran","FAM3C","B","CLEC2D",NA,NA,-0.293225334424459,1.13980038374027e-22,"down"
"4642","HSPC:FAM3C_B:CLEC2D","HSPC","FAM3C","B","CLEC2D",NA,NA,-0.293225334424459,1.13980038374027e-22,"down"
"4643","Mono:FAM3C_B:CLEC2D","Mono","FAM3C","B","CLEC2D",NA,NA,-0.293225334424459,1.13980038374027e-22,"down"
"4644","NK:FAM3C_B:CLEC2D","NK","FAM3C","B","CLEC2D",NA,NA,-0.293225334424459,1.13980038374027e-22,"down"
"4645","B:CD55_B:ADGRE5","B","CD55","B","ADGRE5",NA,NA,0.34460442256671,2.67286371128479e-72,"down"
"4646","B:CD55_DC:ADGRE5","B","CD55","DC","ADGRE5",NA,NA,0.561954079564434,5.16971138787732e-39,"down"
"4647","B:CD55_Gran:ADGRE5","B","CD55","Gran","ADGRE5",NA,NA,0.348193309177296,1.19399458414814e-37,"down"
"4648","B:CD55_HSPC:ADGRE5","B","CD55","HSPC","ADGRE5",NA,NA,0.367873847921848,2.56988288538641e-28,"down"
"4649","B:CD55_Mono:ADGRE5","B","CD55","Mono","ADGRE5",NA,NA,0.316404266271874,8.46978716022103e-250,"down"
"4650","B:CD55_T:ADGRE5","B","CD55","T","ADGRE5",NA,NA,0.363509130217013,4.24249858788007e-169,"down"
"4651","DC:CD55_B:ADGRE5","DC","CD55","B","ADGRE5",NA,NA,0.34460442256671,2.67286371128479e-72,"down"
"4652","DC:CD55_DC:ADGRE5","DC","CD55","DC","ADGRE5",NA,NA,0.561954079564434,5.16971138787732e-39,"down"
"4653","DC:CD55_Gran:ADGRE5","DC","CD55","Gran","ADGRE5",NA,NA,0.348193309177296,1.19399458414814e-37,"down"
"4654","DC:CD55_HSPC:ADGRE5","DC","CD55","HSPC","ADGRE5",NA,NA,0.367873847921848,2.56988288538641e-28,"down"
"4655","DC:CD55_Mono:ADGRE5","DC","CD55","Mono","ADGRE5",NA,NA,0.316404266271874,8.46978716022103e-250,"down"
"4656","DC:CD55_T:ADGRE5","DC","CD55","T","ADGRE5",NA,NA,0.363509130217013,4.24249858788007e-169,"down"
"4657","Ery:CD55_B:ADGRE5","Ery","CD55","B","ADGRE5",NA,NA,0.34460442256671,2.67286371128479e-72,"up"
"4658","Ery:CD55_DC:ADGRE5","Ery","CD55","DC","ADGRE5",NA,NA,0.561954079564434,5.16971138787732e-39,"down"
"4659","Ery:CD55_Gran:ADGRE5","Ery","CD55","Gran","ADGRE5",NA,NA,0.348193309177296,1.19399458414814e-37,"down"
"4660","Ery:CD55_HSPC:ADGRE5","Ery","CD55","HSPC","ADGRE5",NA,NA,0.367873847921848,2.56988288538641e-28,"up"
"4661","Ery:CD55_Mono:ADGRE5","Ery","CD55","Mono","ADGRE5",NA,NA,0.316404266271874,8.46978716022103e-250,"down"
"4662","Ery:CD55_T:ADGRE5","Ery","CD55","T","ADGRE5",NA,NA,0.363509130217013,4.24249858788007e-169,"up"
"4663","Gran:CD55_B:ADGRE5","Gran","CD55","B","ADGRE5",NA,NA,0.34460442256671,2.67286371128479e-72,"down"
"4664","Gran:CD55_DC:ADGRE5","Gran","CD55","DC","ADGRE5",NA,NA,0.561954079564434,5.16971138787732e-39,"down"
"4665","Gran:CD55_Gran:ADGRE5","Gran","CD55","Gran","ADGRE5",NA,NA,0.348193309177296,1.19399458414814e-37,"down"
"4666","Gran:CD55_HSPC:ADGRE5","Gran","CD55","HSPC","ADGRE5",NA,NA,0.367873847921848,2.56988288538641e-28,"down"
"4667","Gran:CD55_Mono:ADGRE5","Gran","CD55","Mono","ADGRE5",NA,NA,0.316404266271874,8.46978716022103e-250,"down"
"4668","Gran:CD55_T:ADGRE5","Gran","CD55","T","ADGRE5",NA,NA,0.363509130217013,4.24249858788007e-169,"down"
"4669","HSPC:CD55_B:ADGRE5","HSPC","CD55","B","ADGRE5",NA,NA,0.34460442256671,2.67286371128479e-72,"down"
"4670","HSPC:CD55_DC:ADGRE5","HSPC","CD55","DC","ADGRE5",NA,NA,0.561954079564434,5.16971138787732e-39,"down"
"4671","HSPC:CD55_Gran:ADGRE5","HSPC","CD55","Gran","ADGRE5",NA,NA,0.348193309177296,1.19399458414814e-37,"down"
"4672","HSPC:CD55_HSPC:ADGRE5","HSPC","CD55","HSPC","ADGRE5",NA,NA,0.367873847921848,2.56988288538641e-28,"up"
"4673","HSPC:CD55_Mono:ADGRE5","HSPC","CD55","Mono","ADGRE5",NA,NA,0.316404266271874,8.46978716022103e-250,"down"
"4674","HSPC:CD55_T:ADGRE5","HSPC","CD55","T","ADGRE5",NA,NA,0.363509130217013,4.24249858788007e-169,"down"
"4675","Mono:CD55_B:ADGRE5","Mono","CD55","B","ADGRE5",NA,NA,0.34460442256671,2.67286371128479e-72,"down"
"4676","Mono:CD55_DC:ADGRE5","Mono","CD55","DC","ADGRE5",NA,NA,0.561954079564434,5.16971138787732e-39,"down"
"4677","Mono:CD55_Gran:ADGRE5","Mono","CD55","Gran","ADGRE5",NA,NA,0.348193309177296,1.19399458414814e-37,"down"
"4678","Mono:CD55_HSPC:ADGRE5","Mono","CD55","HSPC","ADGRE5",NA,NA,0.367873847921848,2.56988288538641e-28,"down"
"4679","Mono:CD55_Mono:ADGRE5","Mono","CD55","Mono","ADGRE5",NA,NA,0.316404266271874,8.46978716022103e-250,"down"
"4680","Mono:CD55_T:ADGRE5","Mono","CD55","T","ADGRE5",NA,NA,0.363509130217013,4.24249858788007e-169,"down"
"4681","NK:CD55_B:ADGRE5","NK","CD55","B","ADGRE5",NA,NA,0.34460442256671,2.67286371128479e-72,"down"
"4682","NK:CD55_DC:ADGRE5","NK","CD55","DC","ADGRE5",NA,NA,0.561954079564434,5.16971138787732e-39,"down"
"4683","NK:CD55_Gran:ADGRE5","NK","CD55","Gran","ADGRE5",NA,NA,0.348193309177296,1.19399458414814e-37,"down"
"4684","NK:CD55_HSPC:ADGRE5","NK","CD55","HSPC","ADGRE5",NA,NA,0.367873847921848,2.56988288538641e-28,"up"
"4685","NK:CD55_Mono:ADGRE5","NK","CD55","Mono","ADGRE5",NA,NA,0.316404266271874,8.46978716022103e-250,"down"
"4686","NK:CD55_T:ADGRE5","NK","CD55","T","ADGRE5",NA,NA,0.363509130217013,4.24249858788007e-169,"down"
"4687","T:CD55_B:ADGRE5","T","CD55","B","ADGRE5",NA,NA,0.34460442256671,2.67286371128479e-72,"up"
"4688","T:CD55_DC:ADGRE5","T","CD55","DC","ADGRE5",NA,NA,0.561954079564434,5.16971138787732e-39,"down"
"4689","T:CD55_Gran:ADGRE5","T","CD55","Gran","ADGRE5",NA,NA,0.348193309177296,1.19399458414814e-37,"down"
"4690","T:CD55_HSPC:ADGRE5","T","CD55","HSPC","ADGRE5",NA,NA,0.367873847921848,2.56988288538641e-28,"up"
"4691","T:CD55_Mono:ADGRE5","T","CD55","Mono","ADGRE5",NA,NA,0.316404266271874,8.46978716022103e-250,"down"
"4692","T:CD55_T:ADGRE5","T","CD55","T","ADGRE5",NA,NA,0.363509130217013,4.24249858788007e-169,"down"
"4693","B:LY86_B:CD180","B","LY86","B","CD180",-0.345604453038994,8.42944584717554e-38,NA,NA,"down"
"4694","B:LY86_DC:CD180","B","LY86","DC","CD180",-0.345604453038994,8.42944584717554e-38,NA,NA,"down"
"4695","B:LY86_Gran:CD180","B","LY86","Gran","CD180",-0.345604453038994,8.42944584717554e-38,NA,NA,"down"
"4696","B:LY86_HSPC:CD180","B","LY86","HSPC","CD180",-0.345604453038994,8.42944584717554e-38,NA,NA,"down"
"4697","B:LY86_Mono:CD180","B","LY86","Mono","CD180",-0.345604453038994,8.42944584717554e-38,NA,NA,"down"
"4720","DC:FCER1A_Ery:PEAR1","DC","FCER1A","Ery","PEAR1",-0.545797545362497,5.55707445584956e-27,NA,NA,"down"
"4748","Ery:BSG_DC:SLC16A1","Ery","BSG","DC","SLC16A1",0.261614009803808,2.49324208125375e-38,NA,NA,"down"
"4749","Ery:BSG_Ery:SLC16A1","Ery","BSG","Ery","SLC16A1",0.261614009803808,2.49324208125375e-38,NA,NA,"down"
"4750","Ery:BSG_Gran:SLC16A1","Ery","BSG","Gran","SLC16A1",0.261614009803808,2.49324208125375e-38,NA,NA,"down"
"4751","Ery:BSG_HSPC:SLC16A1","Ery","BSG","HSPC","SLC16A1",0.261614009803808,2.49324208125375e-38,NA,NA,"down"
"4766","Ery:NUCB2_DC:ERAP1","Ery","NUCB2","DC","ERAP1",-0.551562846688981,1.26413963718238e-83,NA,NA,"down"
"4767","Ery:NUCB2_Ery:ERAP1","Ery","NUCB2","Ery","ERAP1",-0.551562846688981,1.26413963718238e-83,NA,NA,"down"
"4768","Ery:NUCB2_Gran:ERAP1","Ery","NUCB2","Gran","ERAP1",-0.551562846688981,1.26413963718238e-83,NA,NA,"down"
"4769","Ery:NUCB2_HSPC:ERAP1","Ery","NUCB2","HSPC","ERAP1",-0.551562846688981,1.26413963718238e-83,NA,NA,"down"
"4770","Ery:NUCB2_Mono:ERAP1","Ery","NUCB2","Mono","ERAP1",-0.551562846688981,1.26413963718238e-83,NA,NA,"down"
